Crop,Temperature,Rainfall,Humidity
Gram,32,42,69
Cotton,33,68,72
Wheat,34,80,65
Maize,35,74,66
Black Gram,34,46,70
Barley,35,46,69
Cotton,34,68,71
Maize,35,75,73
Field Pea,35,48,69
Sunflower,35,38,68
Groundnut,32,95,71
Mustard,35,44,67
Groundnut,33,54,72
Rap seed,34,41,68
Gram,35,35,65
Green gram,35,75,72
Sunflower,32,52,66
Maize,34,50,70
Mustard,35,45,70
SugarCane,35,298,66
Sunflower,32,31,67
Soybean,35,64,75
Gram,34,39,72
Field Pea,33,58,67
Field Pea,32,49,68
Sorghum,32,48,65
Groundnut,33,90,67
SugarCane,33,258,65
Green gram,35,65,72
Wheat,32,67,69
SugarCane,32,291,72
Groundnut,33,72,69
Wheat,35,62,71
Maize,32,74,68
Barley,33,43,74
Millet,34,28,65
Wheat,32,87,66
Field Pea,33,58,66
Cotton,33,63,66
Millet,35,28,67
Green gram,34,68,67
Sunflower,35,49,68
Groundnut,34,86,65
Gram,32,44,70
Gram,32,36,69
Mustard,33,39,71
Groundnut,35,78,70
Field Pea,32,60,75
SugarCane,33,296,70
Green gram,33,80,74
Sorghum,34,44,68
Groundnut,35,73,67
Cotton,34,52,68
Barley,35,44,74
Soybean,33,75,72
Sorghum,32,53,75
Maize,33,67,67
Barley,32,43,75
Sunflower,34,36,67
Field Pea,32,57,67
Rice,34,124,71
Field Pea,33,58,73
Rice,35,118,69
Millet,32,31,73
Soybean,32,70,75
Groundnut,34,76,67
Groundnut,32,94,65
Wheat,35,68,65
Sorghum,32,58,71
Field Pea,35,43,75
Cotton,32,67,65
Sorghum,34,56,73
Sorghum,34,55,74
Soybean,34,71,66
SugarCane,34,263,67
Sorghum,32,46,66
Millet,33,26,74
Millet,34,27,71
Sunflower,34,58,73
Wheat,34,85,73
Maize,32,67,68
Sorghum,35,47,75
Barley,33,35,73
Rap seed,35,37,71
Sorghum,32,54,74
Sorghum,34,46,74
Millet,32,27,68
Soybean,34,70,65
Cotton,34,65,75
SugarCane,32,290,73
Groundnut,32,55,68
Maize,34,57,68
Millet,32,27,68
Millet,35,29,72
Millet,35,30,73
Black Gram,32,48,71
Green gram,32,61,74
Rap seed,32,40,68
Rap seed,34,44,67
Sorghum,33,54,69
Millet,33,26,65
Soybean,34,62,68
Gram,33,41,74
Soybean,33,65,71
Soybean,33,68,69
Wheat,33,61,73
Field Pea,34,54,65
Black Gram,33,46,68
Wheat,32,70,72
Cotton,33,56,70
Maize,32,68,67
Groundnut,32,55,72
Barley,33,38,66
Black Gram,32,40,71
Wheat,32,70,70
Barley,33,48,70
Black Gram,35,48,70
Maize,33,50,72
Rap seed,33,42,69
Green gram,35,68,72
Maize,35,76,72
Black Gram,34,49,72
Field Pea,32,60,69
Black Gram,35,40,71
Cotton,35,55,71
SugarCane,35,294,72
Cotton,32,69,69
Green gram,32,76,75
Cotton,32,69,67
Millet,33,28,75
Gram,34,45,71
Green gram,35,60,74
Sorghum,32,53,69
Field Pea,33,60,74
Soybean,32,63,67
Field Pea,33,48,67
Barley,34,40,65
Soybean,35,72,74
Sunflower,35,76,74
Sunflower,32,32,68
Field Pea,35,55,66
SugarCane,33,278,74
Soybean,32,71,66
Field Pea,35,46,68
Black Gram,33,59,65
Green gram,34,79,73
Wheat,35,64,72
Millet,32,32,70
Maize,35,80,72
SugarCane,32,261,67
Wheat,33,69,65
Black Gram,33,54,65
Rice,35,148,75
Sorghum,34,56,65
Gram,35,41,71
SugarCane,34,299,69
Sunflower,34,58,70
Mustard,35,35,74
Wheat,33,75,69
Soybean,33,73,72
Millet,32,28,72
Gram,33,38,73
Green gram,33,72,68
SugarCane,32,296,65
Field Pea,35,51,72
Mustard,33,40,73
Barley,34,40,70
Soybean,32,66,70
Sunflower,35,115,66
Maize,32,76,67
Millet,34,26,73
Sunflower,33,39,70
Sorghum,35,52,72
Rice,33,146,73
Field Pea,33,41,65
Field Pea,33,49,70
Black Gram,33,46,72
Black Gram,33,42,65
Mustard,35,41,65
Millet,34,31,71
Sorghum,33,58,70
Black Gram,33,59,66
Field Pea,35,40,66
Sunflower,32,104,71
Soybean,35,68,69
Field Pea,32,49,65
Groundnut,32,66,72
Groundnut,34,70,69
SugarCane,35,270,68
Gram,35,41,66
Sunflower,32,103,72
Rap seed,33,38,70
Cotton,35,62,67
Rap seed,34,36,67
Sorghum,33,53,71
Field Pea,33,59,65
Gram,32,40,67
Wheat,33,86,65
Barley,33,50,74
Barley,32,41,74
Wheat,34,81,66
Rap seed,33,40,75
Rap seed,33,35,69
Mustard,32,44,67
Wheat,32,82,71
Soybean,35,68,65
Sunflower,33,114,74
Green gram,35,70,71
Green gram,33,73,65
Groundnut,34,83,67
Gram,33,37,66
Field Pea,35,56,68
Gram,33,39,72
Soybean,32,64,67
Field Pea,32,51,71
Cotton,34,64,75
Millet,32,35,75
Maize,32,60,66
Barley,34,46,65
Black Gram,35,44,72
Barley,32,37,68
Field Pea,34,49,70
Mustard,35,44,66
Millet,33,32,75
Cotton,34,58,66
Wheat,32,79,68
Soybean,32,65,69
Barley,32,43,70
Maize,32,76,65
Rice,34,129,65
Gram,35,38,72
Millet,34,30,70
SugarCane,35,287,73
Sunflower,32,133,74
Maize,32,73,72
Field Pea,35,49,69
Rap seed,33,36,69
Maize,32,66,75
Field Pea,32,58,71
Millet,32,27,65
Groundnut,33,75,75
SugarCane,32,258,68
SugarCane,35,278,73
Millet,34,32,65
SugarCane,33,266,66
Sunflower,32,122,75
Cotton,34,55,75
Black Gram,34,54,65
Cotton,34,68,65
Gram,33,43,72
Green gram,35,70,68
Barley,33,37,69
Mustard,33,37,74
Gram,32,41,65
Groundnut,32,65,74
Gram,35,39,74
Green gram,32,78,69
Barley,32,36,73
Mustard,34,35,71
Gram,34,40,69
Soybean,33,71,72
Cotton,33,55,71
Maize,34,76,69
Cotton,32,66,65
Rice,32,146,68
Sunflower,33,69,72
Wheat,33,66,70
Mustard,35,36,74
Mustard,32,39,68
Sorghum,35,49,69
Millet,32,31,75
Rice,34,110,68
Groundnut,35,95,66
Groundnut,35,81,71
Mustard,33,40,68
Rice,33,128,75
Sunflower,34,58,74
Mustard,33,45,68
Sorghum,32,58,72
Rap seed,34,44,66
Groundnut,34,57,68
Sunflower,35,104,69
Barley,33,45,69
Groundnut,32,84,71
Field Pea,34,44,69
Rice,34,114,68
Wheat,32,62,68
Black Gram,32,54,65
Green gram,35,80,69
Cotton,34,63,68
Wheat,32,87,65
Rice,35,112,67
Soybean,33,74,70
Barley,33,35,73
Rice,34,119,75
Field Pea,33,47,72
Gram,32,36,72
Sunflower,35,63,65
Barley,33,50,68
Rap seed,33,35,71
Black Gram,35,48,65
Barley,33,44,66
Green gram,33,68,75
Millet,34,35,73
Mustard,32,42,75
Gram,34,44,69
Gram,33,45,68
Rice,33,104,72
Gram,35,45,68
Black Gram,33,40,73
Sunflower,33,104,67
SugarCane,32,292,66
Barley,33,49,74
SugarCane,33,250,69
Green gram,35,66,69
Rice,32,127,75
Millet,35,30,73
Groundnut,35,88,69
Groundnut,34,79,71
Barley,34,47,75
Rap seed,34,37,66
Millet,33,34,66
Wheat,33,77,72
Cotton,33,59,69
Mustard,33,43,73
Soybean,35,61,73
Groundnut,32,78,75
Wheat,32,76,72
Groundnut,35,94,74
Millet,32,31,74
Millet,34,34,70
SugarCane,33,269,65
Barley,35,47,70
Wheat,34,70,73
Sunflower,35,129,74
Cotton,35,70,66
Millet,34,27,75
Green gram,35,76,71
SugarCane,33,278,66
Soybean,32,67,70
Mustard,32,38,73
Rice,35,107,71
Wheat,35,81,67
Rap seed,35,43,66
Green gram,33,60,74
Mustard,34,39,67
Wheat,32,90,67
Soybean,33,75,73
Black Gram,33,51,69
Mustard,32,35,68
Sunflower,33,115,65
Rap seed,33,39,75
Gram,35,38,68
Field Pea,35,51,74
Gram,35,36,69
Groundnut,34,53,71
Black Gram,32,49,65
Gram,34,44,65
Barley,32,43,68
Field Pea,33,51,70
Groundnut,35,76,73
Gram,32,36,66
Cotton,33,61,73
Rap seed,34,40,67
Rap seed,33,42,69
Groundnut,32,100,67
Millet,35,33,67
SugarCane,32,296,65
Rap seed,32,41,67
Black Gram,35,41,65
Groundnut,32,75,68
Soybean,32,64,73
Maize,33,74,66
Groundnut,34,69,75
Barley,35,40,65
Rice,32,148,75
Rap seed,34,44,68
Cotton,34,58,65
Black Gram,35,53,65
Gram,33,37,73
Maize,32,65,74
Sorghum,32,50,71
Maize,35,54,70
Mustard,35,40,70
Barley,33,36,66
Rap seed,34,43,72
SugarCane,35,296,74
Maize,34,60,68
Gram,32,42,73
Rap seed,33,36,72
SugarCane,32,299,74
Field Pea,35,50,69
Sunflower,32,126,72
Sorghum,32,58,67
Green gram,33,75,73
SugarCane,33,300,66
Soybean,33,60,70
Green gram,33,71,72
Cotton,35,64,74
Maize,34,74,73
Sunflower,35,66,71
Rap seed,33,43,74
Gram,34,37,65
Soybean,35,74,74
Sunflower,32,39,72
Rap seed,32,35,65
SugarCane,34,288,67
Cotton,34,53,71
SugarCane,35,269,70
Gram,35,40,67
Soybean,32,73,66
Mustard,33,43,73
SugarCane,33,288,73
Millet,32,26,67
Groundnut,33,71,65
Barley,35,38,72
Gram,32,37,67
Cotton,32,50,65
Rap seed,33,38,65
Mustard,35,39,70
Groundnut,32,72,71
Sunflower,32,116,69
Green gram,35,76,72
Barley,32,44,70
Barley,35,43,73
Black Gram,33,50,73
Groundnut,34,61,67
Barley,32,42,73
Groundnut,32,63,66
Mustard,33,39,72
Groundnut,35,73,70
Rap seed,35,43,73
SugarCane,35,289,71
Field Pea,33,43,72
Sorghum,34,52,68
Field Pea,35,58,72
Field Pea,33,55,71
Wheat,33,81,66
Green gram,34,70,65
Cotton,33,51,69
Maize,33,54,72
Millet,35,34,66
Field Pea,32,58,72
SugarCane,32,258,66
Green gram,33,69,69
Groundnut,32,84,74
Wheat,34,82,72
Sunflower,32,49,73
SugarCane,33,273,72
Field Pea,32,59,66
Wheat,32,82,66
Maize,34,59,67
SugarCane,34,263,71
Soybean,33,66,69
Sorghum,34,55,71
Rap seed,35,36,68
Field Pea,35,54,67
Gram,34,37,71
Soybean,35,64,73
Groundnut,34,70,73
Cotton,32,59,69
Mustard,35,44,73
Mustard,32,36,73
Groundnut,33,61,75
Rap seed,34,44,71
Gram,32,35,68
Groundnut,34,94,69
Green gram,32,74,66
Field Pea,34,46,73
Field Pea,35,51,68
Soybean,33,63,74
Maize,32,63,75
Wheat,33,66,67
Black Gram,33,55,72
Rice,34,100,69
Wheat,32,72,70
Sunflower,34,131,68
Barley,33,42,71
SugarCane,35,284,67
Groundnut,32,94,65
Maize,33,50,75
SugarCane,34,260,68
Millet,34,28,72
Maize,34,75,72
Mustard,32,42,75
Sunflower,32,147,74
Cotton,33,65,75
Groundnut,32,95,67
Field Pea,34,46,67
Rice,35,125,70
Wheat,34,85,69
Sorghum,34,41,66
Black Gram,32,44,66
Green gram,34,72,68
Sunflower,33,72,74
Gram,35,45,74
SugarCane,35,284,65
Barley,33,38,74
Soybean,35,72,66
Rice,32,118,73
Sorghum,34,53,68
Maize,33,58,70
Mustard,33,40,74
Gram,32,43,70
SugarCane,32,290,69
Green gram,33,69,70
Soybean,32,73,71
SugarCane,32,284,65
Wheat,34,60,71
Sorghum,34,56,70
Cotton,33,63,74
Soybean,32,72,71
Black Gram,32,41,66
Rap seed,32,45,71
Rap seed,35,39,66
Groundnut,35,71,68
Gram,35,35,70
Barley,33,40,71
SugarCane,33,266,67
Mustard,33,40,75
Sorghum,32,53,69
Barley,34,50,73
Gram,35,42,73
Groundnut,34,83,68
Maize,32,56,65
Groundnut,35,86,65
Maize,34,57,68
Black Gram,35,40,65
Barley,33,47,72
Cotton,34,60,73
Maize,34,74,69
Groundnut,33,86,67
Green gram,34,67,71
Maize,33,65,74
Rice,32,115,69
Sorghum,34,58,70
Field Pea,34,54,74
Mustard,34,42,75
Black Gram,35,41,72
Mustard,35,44,72
SugarCane,35,261,71
Rap seed,33,37,65
Green gram,33,66,69
Rice,32,146,75
Maize,33,68,66
Millet,33,26,75
Cotton,34,54,65
Cotton,33,61,75
Sunflower,34,84,70
Maize,32,65,68
Gram,32,42,70
Soybean,35,74,69
Barley,35,42,65
Wheat,33,85,71
Green gram,33,65,72
Wheat,33,77,68
Rap seed,33,37,73
Sunflower,32,64,66
Rap seed,33,35,69
Mustard,34,42,65
Sunflower,34,62,66
Rice,32,101,66
Field Pea,33,56,73
Mustard,34,45,71
Groundnut,35,74,73
Black Gram,35,49,66
Field Pea,33,43,74
Wheat,33,78,68
Green gram,34,66,71
Maize,32,69,69
Green gram,34,63,67
Wheat,35,88,72
Sunflower,34,117,71
Soybean,34,65,70
Millet,32,32,68
Sunflower,34,32,67
Millet,34,29,65
Sorghum,32,55,65
Sorghum,35,55,74
Gram,34,37,66
Maize,33,69,65
Rice,34,129,67
Sunflower,33,135,65
Rap seed,34,36,65
Rap seed,34,45,68
Barley,32,47,67
Cotton,35,68,73
Black Gram,34,46,65
Mustard,32,43,66
Field Pea,34,46,70
Cotton,33,69,65
Cotton,35,52,66
SugarCane,32,300,67
Rice,32,129,71
SugarCane,32,262,67
Maize,32,59,75
Barley,33,44,71
Green gram,35,64,71
Soybean,32,60,69
Barley,32,46,66
Millet,34,31,73
Field Pea,34,45,67
Barley,35,38,75
Mustard,35,43,65
Barley,32,35,75
Rap seed,32,45,69
Millet,35,35,67
Black Gram,32,53,72
Soybean,32,62,68
SugarCane,32,271,67
Black Gram,34,53,67
Maize,33,73,72
Groundnut,33,90,69
Cotton,35,60,73
SugarCane,32,259,65
SugarCane,32,276,74
Cotton,35,51,74
Soybean,35,66,65
Sorghum,32,49,70
Green gram,34,76,69
Sorghum,32,47,72
Rap seed,32,43,68
Cotton,34,66,73
Rice,33,148,66
Millet,33,28,72
Soybean,35,73,75
Barley,33,36,70
Green gram,33,66,70
Rap seed,32,44,68
Rice,33,133,73
Rap seed,32,35,69
Mustard,32,43,70
Mustard,33,43,72
Groundnut,33,99,71
Millet,32,32,75
Sunflower,34,142,75
Cotton,34,65,67
Barley,32,43,66
Sunflower,32,142,70
Gram,33,35,73
Groundnut,34,93,69
Wheat,34,75,73
Mustard,32,39,67
SugarCane,35,291,75
Maize,32,51,70
Soybean,33,70,66
Mustard,35,38,74
Rap seed,32,37,74
Soybean,33,74,75
Rice,32,110,67
Wheat,33,71,74
Maize,33,73,74
Field Pea,33,48,72
Black Gram,33,44,75
Rice,32,122,74
Barley,33,39,72
Maize,32,52,69
Mustard,32,40,66
Mustard,33,41,67
Millet,33,30,74
Field Pea,35,46,67
Groundnut,33,73,75
SugarCane,33,292,72
Groundnut,34,71,72
Gram,35,35,71
Soybean,32,61,70
Sorghum,34,56,69
Rice,33,115,70
Maize,33,56,67
Green gram,35,65,73
Barley,33,48,66
SugarCane,32,261,68
Mustard,33,35,65
Sorghum,33,57,66
Gram,33,39,74
Sunflower,34,66,67
Green gram,35,79,72
Rap seed,32,44,73
Wheat,35,72,66
Soybean,34,63,73
Green gram,35,77,71
Rice,32,131,71
Soybean,32,67,71
Cotton,33,58,71
Millet,32,35,74
Soybean,34,75,73
Maize,32,62,65
Gram,35,37,70
Green gram,32,69,74
Sorghum,33,55,66
Sorghum,35,45,74
Rice,35,144,72
Sorghum,35,46,74
Green gram,34,67,68
Maize,34,79,65
Soybean,33,73,69
Rice,35,130,67
Rice,35,123,72
Wheat,34,87,67
Sorghum,35,48,73
Mustard,34,38,68
Barley,34,42,67
Gram,35,38,66
Green gram,35,67,67
Mustard,35,39,65
Field Pea,34,54,68
Rap seed,34,45,67
Gram,33,36,67
Soybean,33,60,75
Field Pea,35,52,74
Barley,35,36,66
Gram,33,43,67
Soybean,35,75,71
Green gram,33,62,67
Cotton,34,66,73
Wheat,32,69,74
SugarCane,35,289,69
Green gram,35,65,74
Gram,35,43,66
Black Gram,35,59,68
Mustard,33,40,72
Sunflower,34,70,71
Rap seed,33,44,75
Black Gram,32,42,70
Groundnut,35,71,75
Green gram,32,61,68
Rap seed,32,41,71
Rice,32,149,66
Gram,35,43,74
Black Gram,33,50,72
Millet,34,34,67
Field Pea,34,48,71
Groundnut,32,79,66
Barley,32,43,68
Maize,32,61,68
Millet,32,27,66
Mustard,34,44,66
Field Pea,35,51,70
Soybean,32,62,74
Groundnut,34,85,69
Wheat,33,68,75
Millet,34,25,66
Green gram,35,79,75
Groundnut,35,96,72
Black Gram,35,53,68
Rice,35,102,74
Sorghum,33,54,66
Barley,33,49,75
Rap seed,35,41,67
Mustard,34,38,71
Maize,32,61,73
Barley,34,42,65
Sorghum,34,48,71
Green gram,35,74,75
Barley,34,45,67
Sunflower,34,125,71
Rap seed,34,44,69
Sorghum,35,55,70
Maize,35,75,72
Field Pea,35,54,73
Mustard,35,45,69
Rice,34,106,71
Groundnut,32,99,73
Barley,35,47,72
Sorghum,33,41,69
SugarCane,34,285,65
Groundnut,34,59,66
Gram,32,37,67
Gram,35,38,68
Field Pea,33,55,72
Millet,32,32,72
SugarCane,32,279,71
Barley,34,46,65
Sorghum,34,59,67
Soybean,34,71,71
Sunflower,34,42,67
Black Gram,32,43,70
Black Gram,33,53,66
SugarCane,32,260,65
Groundnut,33,92,75
Rap seed,33,43,70
Green gram,33,77,69
Groundnut,33,73,73
Green gram,34,72,71
Sunflower,34,120,65
Maize,34,63,65
Rap seed,33,37,75
Barley,34,40,67
Sunflower,33,81,74
Maize,34,74,68
SugarCane,35,279,71
Wheat,34,72,68
Cotton,33,66,65
Rice,34,107,65
Cotton,34,65,73
Sunflower,33,35,65
Green gram,32,62,66
Mustard,35,38,70
Soybean,32,73,65
Green gram,35,67,69
Wheat,33,72,66
Soybean,34,71,75
Black Gram,35,57,75
Cotton,32,58,67
Rice,35,137,75
Black Gram,35,49,72
Sorghum,33,58,75
SugarCane,33,277,75
Cotton,34,69,69
Cotton,33,68,70
Field Pea,32,46,69
Cotton,34,64,68
Cotton,35,51,65
Rap seed,35,40,72
Barley,33,49,65
Rap seed,35,45,65
Rice,32,125,68
Maize,32,50,66
Soybean,32,74,75
Rap seed,34,39,67
Black Gram,33,45,71
Black Gram,35,43,72
SugarCane,33,274,67
Sunflower,35,103,69
Barley,32,42,71
Cotton,32,59,65
Soybean,32,60,74
Cotton,35,62,70
Groundnut,32,97,72
Green gram,32,74,65
Rice,33,128,69
Mustard,33,42,67
Soybean,32,62,69
Field Pea,32,46,75
Rice,35,137,69
Sunflower,35,74,67
Green gram,35,62,65
Rice,34,116,70
Mustard,33,37,70
Green gram,33,70,67
Maize,34,55,67
Mustard,34,38,71
SugarCane,34,281,71
SugarCane,34,295,67
Sunflower,34,39,65
Cotton,35,52,67
Maize,32,57,65
Field Pea,32,53,65
Sunflower,35,52,71
Mustard,35,35,71
Sorghum,35,45,70
Wheat,33,69,72
SugarCane,35,287,73
Barley,33,50,72
Rap seed,32,40,69
Field Pea,34,43,67
Barley,32,42,65
Soybean,34,72,71
Rap seed,35,37,74
Wheat,34,90,70
Millet,34,30,65
Field Pea,34,56,67
Gram,35,38,71
Sorghum,35,47,71
Soybean,32,61,67
Sorghum,35,46,72
Field Pea,33,41,67
Groundnut,35,96,72
Groundnut,33,86,71
Rice,35,114,70
Black Gram,32,45,65
Field Pea,32,49,68
Sunflower,35,119,73
Green gram,34,61,75
Maize,32,74,66
Black Gram,32,55,73
Barley,33,35,75
Mustard,35,44,67
Cotton,32,53,75
Sorghum,35,59,74
Gram,33,43,69
Black Gram,35,44,71
Black Gram,35,53,70
Sorghum,34,58,69
Rap seed,35,36,73
SugarCane,34,270,67
Black Gram,34,43,73
Millet,33,26,71
Groundnut,34,75,67
Green gram,34,79,75
Sunflower,35,117,72
Rice,32,133,68
Rap seed,33,43,74
Cotton,33,50,65
Soybean,34,61,72
Green gram,32,71,68
SugarCane,32,297,67
Wheat,32,72,67
Black Gram,32,59,65
Millet,33,28,65
Millet,35,34,65
Rap seed,35,35,70
Wheat,34,73,71
Black Gram,35,55,74
Rap seed,34,45,73
Soybean,33,66,72
Wheat,34,75,67
Sunflower,33,107,68
Green gram,33,60,68
Millet,32,34,70
Millet,32,29,75
Black Gram,35,40,74
Green gram,35,78,70
Black Gram,34,57,70
Black Gram,33,56,69
Field Pea,35,43,71
Barley,33,45,74
Maize,33,60,73
Barley,34,37,74
Sunflower,33,31,65
Sunflower,33,128,73
Barley,35,46,65
Maize,33,70,70
Maize,33,75,66
Rap seed,32,39,72
Mustard,34,36,74
Barley,35,42,71
Cotton,34,53,71
Field Pea,32,53,75
Barley,33,39,72
Millet,35,34,75
Gram,34,41,68
Groundnut,33,99,72
Soybean,35,74,70
Rice,32,149,67
Rice,34,140,71
Barley,33,45,69
Black Gram,35,58,67
Sorghum,35,50,70
Rap seed,33,36,67
Soybean,34,69,68
Sorghum,35,46,73
Soybean,34,74,65
Gram,33,42,67
Rice,34,138,72
Sorghum,35,48,72
Black Gram,34,56,75
Barley,33,41,75
Gram,32,44,72
Millet,35,35,75
Mustard,33,40,72
Soybean,34,62,70
Sorghum,34,60,75
Sunflower,34,43,66
Sorghum,32,52,72
Rice,33,117,74
Black Gram,32,42,67
Sunflower,35,139,72
Millet,34,31,73
Soybean,32,65,65
Black Gram,35,41,71
Millet,32,29,71
SugarCane,35,279,66
Millet,35,26,70
Sorghum,34,55,75
Groundnut,35,72,69
Gram,32,42,66
Barley,35,47,75
Gram,32,35,75
Mustard,32,45,66
Black Gram,35,47,71
Millet,34,33,68
Soybean,32,60,67
Wheat,33,88,71
Wheat,35,61,71
Barley,33,46,65
Black Gram,35,55,67
Maize,34,67,66
Green gram,32,62,74
Barley,32,48,75
SugarCane,35,293,69
Wheat,32,61,67
Rap seed,32,40,70
Black Gram,33,52,66
Gram,32,43,65
Groundnut,34,87,73
Rap seed,33,44,71
Maize,32,70,67
Sunflower,32,96,75
Cotton,32,61,75
Groundnut,33,75,66
Groundnut,33,98,74
Green gram,33,69,72
Green gram,35,68,75
Black Gram,32,55,69
Barley,33,50,73
Green gram,35,68,71
Wheat,35,84,71
Barley,33,41,74
Sunflower,32,88,68
Wheat,34,89,73
Groundnut,33,54,65
Soybean,35,65,67
Maize,32,56,65
Sunflower,33,140,66
Groundnut,35,64,69
Sorghum,32,41,71
SugarCane,35,270,67
Groundnut,33,83,74
Maize,33,79,70
Groundnut,32,95,70
Barley,35,39,70
SugarCane,33,276,72
Soybean,35,60,68
Maize,32,66,70
Gram,32,44,66
Mustard,33,39,71
Sorghum,33,54,74
Groundnut,35,74,65
SugarCane,33,251,75
Black Gram,35,51,70
Rap seed,34,40,75
Field Pea,32,50,72
Gram,32,41,73
Maize,33,72,67
Black Gram,33,53,75
Field Pea,34,50,69
Black Gram,32,57,65
Gram,32,45,69
Green gram,33,72,74
Wheat,34,71,73
Cotton,35,69,68
Rice,34,142,71
Sunflower,33,31,68
Cotton,35,68,70
Gram,34,41,75
Gram,32,35,74
Gram,35,40,67
Rap seed,35,45,68
Soybean,33,60,67
Green gram,34,79,71
Maize,33,63,75
Rap seed,32,45,70
SugarCane,35,291,66
Rap seed,32,38,66
Millet,32,26,74
Gram,35,43,73
Wheat,33,88,72
Mustard,34,44,66
Field Pea,32,54,67
Green gram,34,75,68
Mustard,34,41,67
Wheat,32,86,74
Green gram,32,71,72
Gram,35,41,72
Maize,32,76,74
Rice,34,111,65
Groundnut,32,96,70
Sunflower,33,128,74
Black Gram,32,47,66
Sorghum,32,58,71
Millet,35,34,65
Black Gram,32,46,71
Millet,34,33,69
Barley,33,50,66
Field Pea,32,60,65
Mustard,35,35,68
Maize,33,63,71
Field Pea,34,59,73
Field Pea,32,54,66
Gram,32,43,70
Mustard,35,39,73
SugarCane,34,285,66
Sorghum,34,58,73
Gram,33,37,75
Sunflower,35,109,66
Groundnut,35,99,67
Gram,32,40,74
Barley,35,36,67
Maize,33,50,74
Gram,32,37,75
Green gram,35,69,73
Cotton,35,51,69
Groundnut,32,100,71
Field Pea,32,54,66
Sorghum,35,41,65
Green gram,33,70,67
Barley,33,46,75
Sunflower,34,84,69
Millet,33,30,72
SugarCane,32,277,65
Cotton,33,69,71
Maize,32,80,66
Barley,32,37,65
Cotton,34,64,65
Millet,32,26,67
Maize,33,61,65
Field Pea,33,58,65
Mustard,32,43,71
Soybean,34,74,67
Wheat,32,86,65
Groundnut,32,64,73
Green gram,35,67,73
Mustard,33,38,65
Green gram,34,60,67
Gram,35,45,67
SugarCane,32,257,66
Rice,33,134,71
SugarCane,32,261,69
SugarCane,35,284,74
Cotton,32,55,71
Rice,35,118,71
Green gram,32,78,75
Rap seed,33,38,74
Millet,32,25,75
Sunflower,33,98,73
Soybean,34,69,65
SugarCane,33,258,73
Groundnut,34,77,72
Millet,34,33,66
Sunflower,35,110,70
Green gram,32,66,66
Field Pea,34,60,71
Barley,32,48,65
Barley,32,50,65
Green gram,34,65,68
Barley,32,39,66
Rice,35,131,73
Field Pea,34,43,70
Barley,34,39,71
Groundnut,35,93,71
Rice,34,120,71
Cotton,32,69,66
Barley,32,43,73
Gram,35,35,68
Mustard,33,43,69
Cotton,34,50,70
Wheat,35,86,71
Rice,32,126,73
Maize,35,73,65
Rap seed,35,43,65
Maize,35,54,75
Millet,33,29,71
SugarCane,33,259,72
Rice,34,138,70
Field Pea,33,58,71
Wheat,35,61,67
Cotton,34,58,65
Sunflower,34,122,67
Cotton,32,53,72
Green gram,33,69,66
SugarCane,35,262,75
Rice,34,132,72
Groundnut,35,63,66
Black Gram,33,54,74
Maize,33,54,75
Sorghum,33,60,72
Groundnut,32,55,70
Gram,35,38,68
Wheat,35,76,74
Wheat,35,79,69
Cotton,32,60,73
Sunflower,32,131,75
SugarCane,33,286,74
Barley,33,50,67
Field Pea,34,45,75
Green gram,34,76,68
Soybean,32,74,73
Rice,33,123,75
Rap seed,34,42,69
Groundnut,35,99,72
Mustard,34,40,70
SugarCane,34,274,68
Wheat,33,85,72
Mustard,35,41,72
Sunflower,33,73,65
Barley,33,35,65
Rap seed,32,36,74
Soybean,34,62,68
SugarCane,33,265,68
Sunflower,35,52,71
Cotton,35,60,68
Mustard,35,38,67
Cotton,35,67,70
Mustard,33,36,65
Barley,34,35,65
Field Pea,34,42,75
Black Gram,33,42,72
Black Gram,32,53,70
Mustard,33,43,74
Maize,32,58,71
Cotton,33,67,67
Gram,32,39,72
Wheat,35,71,67
Barley,34,47,67
Rap seed,34,42,70
Mustard,33,41,72
Groundnut,32,79,74
Wheat,34,86,75
Green gram,33,66,74
Black Gram,32,47,73
Sunflower,32,113,67
Sunflower,34,52,65
SugarCane,32,260,75
Black Gram,35,46,75
Soybean,32,65,70
Mustard,35,44,67
